1
1000 100000
446 755 2
49 269 1
123 517 1
290 304 2
119 680 1
441 977 1
68 617 2
191 551 1
28 445 2
435 906 2
471 594 1
344 653 1
509 967 1
166 244 1
555 905 2
164 436 2
486 918 1
212 268 1
690 766 2
209 501 2
446 962 1
420 955 1
615 730 2
83 520 2
477 933 1
282 897 2
322 874 1
656 856 2
375 668 1
194 708 1
338 345 2
581 684 2
812 825 2
466 735 2
355 791 2
196 237 2
894 911 2
65 448 1
14 839 2
77 166 1
334 761 2
322 691 2
424 577 2
248 760 2
505 904 2
440 485 1
584 892 2
38 987 1
339 783 2
105 576 1
2 108 1
392 614 1
211 721 2
132 871 1
140 549 2
4 721 1
555 964 2
311 642 1
424 578 1
408 596 1
144 690 1
535 600 1
734 954 1
285 952 1
525 683 2
215 821 2
484 529 1
312 653 2
317 866 2
501 796 2
25 652 1
373 623 2
16 44 2
573 866 2
406 476 2
491 507 1
162 671 2
805 955 2
17 184 1
169 466 1
17 103 1
109 511 1
153 315 1
84 667 1
170 457 1
157 426 2
382 801 2
211 651 2
602 756 2
106 942 1
384 969 1
624 977 2
467 676 2
84 540 2
235 250 1
195 531 2
208 254 1
22 302 1
4 131 2
155 695 1
44 449 2
280 853 2
282 285 2
521 559 2
422 985 2
12 816 1
116 742 2
187 894 1
836 848 2
285 846 1
537 802 1
662 883 1
324 399 2
283 327 1
64 646 1
181 404 2
291 786 2
133 827 2
5 920 1
492 525 1
661 704 2
296 861 1
652 752 1
335 400 1
647 750 2
176 955 2
256 782 2
208 298 1
603 783 2
413 519 2
182 448 2
178 852 2
154 479 1
209 427 1
697 729 2
88 389 1
119 991 2
186 629 1
276 427 1
713 939 2
245 304 1
83 643 1
323 860 1
585 819 2
243 567 2
272 566 2
170 684 1
188 254 1
877 978 2
239 474 1
1 756 2
588 899 2
382 779 1
723 956 1
96 732 2
122 954 1
22 551 1
871 998 2
933 988 2
951 960 1
91 468 2
40 926 1
28 252 1
161 273 1
362 778 2
916 934 2
632 657 2
435 560 2
504 919 1
4 24 1
390 433 1
315 853 1
538 744 1
460 475 2
512 713 2
429 504 1
141 222 2
477 647 2
186 868 1
457 690 1
369 592 1
667 762 1
261 571 1
211 266 1
165 183 1
90 563 2
120 267 2
285 917 2
429 918 2
746 835 2
102 259 2
586 958 1
718 945 1
402 873 1
229 414 1
273 721 2
261 815 1
440 800 1
730 861 1
227 772 1
864 893 2
148 157 1
197 588 1
254 434 1
98 794 1
199 956 2
638 873 1
818 843 1
83 96 1
61 811 1
230 600 2
322 323 1
79 247 1
213 218 2
252 925 1
15 218 2
214 984 2
193 925 1
18 237 1
304 788 1
59 383 1
500 699 2
596 670 1
57 514 2
7 901 1
834 977 2
86 834 1
865 977 1
349 646 1
28 797 1
543 681 1
410 866 1
303 413 1
535 731 2
93 981 2
496 622 2
474 795 1
80 346 2
253 931 1
791 841 2
217 660 1
238 598 1
548 734 2
163 902 1
320 499 2
834 876 2
41 763 2
124 472 2
168 613 1
45 597 1
91 376 2
344 502 1
252 947 2
657 820 2
300 903 1
123 364 2
741 925 2
169 386 2
14 203 2
39 433 2
118 210 1
463 742 2
117 589 2
621 651 1
385 669 2
333 941 2
239 560 1
817 949 2
29 938 1
408 670 1
757 935 1
241 941 2
273 993 1
414 603 1
525 764 2
705 862 2
145 874 1
510 681 1
883 949 1
239 676 1
448 716 1
256 307 1
151 818 1
747 955 2
175 787 2
16 411 2
428 702 2
673 791 1
769 897 2
620 747 1
464 917 2
768 783 2
390 913 2
593 838 1
204 852 1
171 1000 2
463 696 1
46 452 1
183 228 2
25 547 2
31 339 1
97 825 2
82 263 1
742 955 1
170 544 1
112 264 2
90 364 1
159 889 1
499 557 1
519 909 1
325 754 1
249 530 1
920 931 1
61 151 1
447 704 1
255 380 1
3 478 1
31 56 1
159 313 1
415 434 2
49 167 2
700 758 2
88 333 2
555 832 2
346 694 1
161 656 1
452 871 1
24 318 2
568 873 1
536 665 2
71 510 1
407 515 1
554 761 1
171 622 1
159 753 1
829 922 1
109 851 1
80 817 1
5 452 1
311 686 1
484 535 2
793 910 1
490 728 1
375 916 2
14 584 2
263 417 1
201 499 1
109 177 2
75 255 2
374 377 2
66 671 1
314 604 2
303 950 1
385 454 2
520 810 1
217 550 1
476 572 2
557 769 2
662 928 1
179 563 1
273 908 2
790 977 1
513 781 2
527 570 1
72 792 1
58 656 2
209 904 1
97 451 2
87 896 1
408 410 2
317 738 2
473 683 1
103 450 1
601 936 1
651 967 2
198 224 2
186 465 1
216 297 2
22 236 2
325 445 1
151 980 2
301 342 2
833 989 1
158 797 2
46 667 1
139 508 2
822 869 2
35 860 2
4 707 2
154 803 1
363 570 1
49 118 1
144 579 1
103 659 2
465 751 1
243 764 2
499 623 2
777 876 1
407 766 1
54 86 2
90 756 2
296 533 2
145 639 2
229 257 2
59 802 1
494 715 1
631 921 1
171 705 2
214 224 1
99 562 2
572 938 1
209 424 1
250 639 1
209 277 2
357 741 1
15 31 2
318 960 2
882 968 1
530 886 1
612 672 2
427 891 2
35 471 2
112 159 1
333 596 1
296 352 2
370 559 2
76 472 1
477 612 1
263 716 2
564 661 1
916 975 1
144 371 1
256 898 2
169 619 1
756 903 2
816 846 2
701 873 2
160 515 1
474 631 2
236 522 2
823 891 2
449 456 1
160 840 2
144 419 2
418 755 2
807 923 1
331 430 2
621 755 1
193 934 2
604 851 2
2 582 1
221 954 2
107 653 2
183 332 1
73 592 2
749 893 2
783 849 1
192 244 1
598 776 2
270 754 2
332 761 2
197 588 2
804 957 1
340 466 1
44 557 1
111 725 1
464 565 2
315 485 2
827 911 1
182 430 2
156 962 2
490 777 1
260 854 2
569 721 1
84 306 1
888 947 1
460 978 1
906 986 1
262 511 2
256 296 2
175 891 2
185 733 1
404 532 1
159 282 1
214 729 2
755 909 1
324 480 2
534 806 1
298 789 1
20 97 1
24 375 1
970 996 1
368 973 1
700 737 2
215 361 2
783 907 1
363 964 2
694 955 1
54 112 2
355 877 1
98 447 2
2 605 2
315 680 1
778 926 2
282 519 1
206 239 1
887 946 2
259 952 2
603 962 2
135 979 2
25 690 1
515 735 1
514 680 1
28 907 2
657 957 2
694 865 1
171 267 2
165 825 1
358 603 2
442 945 1
584 714 1
174 414 2
339 386 1
313 684 2
558 823 1
332 681 2
654 665 1
326 775 2
67 584 1
234 786 1
678 850 2
559 961 2
86 330 1
551 823 2
392 943 2
381 523 2
171 941 1
259 846 1
772 990 2
100 939 2
387 990 2
274 602 2
453 692 2
676 983 1
210 695 2
150 980 1
479 555 1
88 621 1
427 481 2
405 660 1
156 654 1
108 475 2
36 598 1
201 382 1
25 827 1
58 435 2
113 374 2
66 499 1
211 638 1
838 884 2
335 551 2
419 525 1
664 915 1
484 521 2
281 763 2
132 644 2
273 919 1
941 955 1
588 778 1
330 578 2
316 499 1
550 949 1
416 863 2
361 653 1
420 684 1
386 730 1
319 563 1
238 248 1
37 722 2
90 487 1
201 539 2
40 606 2
495 625 2
613 727 2
167 447 2
162 910 2
849 999 2
10 28 2
357 910 2
204 610 1
345 683 2
148 457 2
3 227 1
181 688 2
433 725 1
619 641 2
60 912 1
23 650 1
41 802 2
548 795 1
238 387 1
810 969 2
757 942 2
216 967 2
657 680 1
303 599 1
165 826 2
237 702 2
329 700 2
403 703 1
181 548 1
246 348 2
22 326 2
712 808 1
203 246 1
421 464 1
404 459 2
101 693 2
378 785 1
110 526 2
253 782 1
150 902 2
12 563 1
459 671 2
240 571 1
365 463 2
287 748 1
295 529 1
326 770 2
531 729 1
351 835 2
523 881 2
568 773 2
386 788 2
925 980 1
7 968 2
273 618 2
2 591 1
78 152 1
53 391 1
313 789 2
446 809 2
624 823 2
11 724 2
694 757 1
347 836 2
323 699 1
454 991 2
470 781 1
174 812 2
289 823 1
62 721 2
823 869 1
630 911 2
249 446 2
103 707 1
236 835 1
318 977 2
433 962 1
53 370 1
677 934 2
113 176 1
7 625 1
212 373 2
78 906 1
561 674 1
595 783 2
435 478 2
847 923 2
242 853 2
279 491 1
216 439 1
134 183 1
146 167 1
654 736 1
166 824 2
255 308 1
788 877 1
160 433 1
168 872 1
269 973 2
168 628 1
585 983 2
458 658 2
207 479 2
452 671 2
332 408 2
462 521 2
634 799 2
10 605 1
430 894 2
630 914 2
207 936 1
790 909 2
192 991 1
367 484 1
178 509 2
195 679 2
346 820 1
2 31 1
617 690 1
334 991 2
158 967 1
372 689 2
649 813 2
372 727 2
277 328 2
524 886 1
328 783 2
1 338 2
73 121 2
47 851 2
62 665 2
335 604 2
256 711 2
367 404 1
675 941 1
566 978 2
597 863 1
336 518 2
35 267 1
149 494 2
821 990 2
302 313 1
284 715 1
325 846 2
489 790 2
771 980 1
86 713 2
110 762 2
947 958 1
738 978 2
389 709 1
16 489 1
82 315 1
768 804 1
245 337 2
590 832 1
7 40 2
194 971 1
430 461 1
227 944 1
554 940 1
40 158 2
39 427 2
153 917 1
65 187 1
37 502 2
115 996 1
114 933 2
27 463 2
80 189 2
606 626 2
36 318 2
258 623 1
368 597 2
293 890 1
356 821 1
422 432 1
173 465 2
76 376 2
463 608 1
32 970 2
687 911 2
441 664 1
103 321 2
396 486 2
412 913 1
225 850 1
82 149 2
79 648 2
216 818 1
614 703 1
76 461 1
551 597 1
619 970 2
65 74 2
367 441 1
236 956 2
150 426 1
2 918 2
181 883 2
303 996 2
12 316 2
601 959 2
489 858 2
966 981 1
109 825 1
133 578 1
539 712 2
167 291 2
630 891 1
109 512 1
106 896 1
102 600 1
319 559 1
254 512 1
257 662 2
489 874 1
697 742 2
783 948 1
316 402 1
158 898 1
163 753 2
222 520 1
379 507 2
328 916 1
315 703 1
382 861 1
634 986 2
124 235 1
421 996 1
657 984 2
419 456 1
56 879 2
137 623 1
515 610 2
320 972 2
650 919 2
742 872 2
172 885 2
200 851 1
744 773 1
69 848 1
120 714 1
53 971 2
89 583 2
247 594 1
218 322 2
353 839 1
441 824 1
111 428 1
42 154 2
591 696 1
116 152 1
350 767 1
865 962 2
432 715 1
538 728 1
861 949 2
415 650 2
380 532 1
186 621 1
53 791 1
214 607 1
602 639 1
554 816 2
445 929 2
318 729 2
17 476 2
68 109 2
123 336 1
287 692 1
249 753 2
482 977 1
34 304 2
247 549 2
147 154 2
118 760 1
172 344 1
316 951 2
465 682 2
460 479 2
391 755 1
62 560 1
10 73 1
537 870 2
160 338 1
607 641 2
201 313 2
705 981 1
13 294 2
460 729 2
442 752 1
37 62 2
225 860 2
417 738 1
62 306 2
615 943 2
74 279 1
195 978 2
42 497 2
182 221 1
1 421 2
267 865 2
54 392 2
568 939 2
246 657 1
845 934 2
102 763 1
297 528 2
319 985 2
314 580 1
184 645 2
50 504 2
277 837 2
162 565 2
783 925 1
107 393 1
67 295 1
248 951 1
205 695 2
561 816 1
751 941 2
759 978 2
464 962 1
363 797 2
351 796 1
795 819 2
595 973 2
282 987 2
144 816 2
234 417 2
342 381 1
34 135 1
458 576 2
692 791 2
225 870 2
275 981 1
5 862 1
117 584 2
494 946 1
50 468 2
842 946 2
460 535 1
268 578 1
120 374 2
530 601 2
150 561 1
60 217 2
115 736 1
211 991 1
11 110 2
54 956 2
70 512 2
379 875 1
874 951 1
69 316 1
472 740 1
358 709 2
384 701 2
728 788 2
181 486 2
173 601 2
396 896 1
321 393 2
62 132 1
491 861 2
794 915 2
572 975 1
333 709 1
838 904 1
256 723 2
466 795 1
121 685 2
654 658 1
788 937 2
523 733 2
542 842 1
275 984 2
455 837 1
366 644 1
640 911 1
267 609 2
616 955 1
77 448 1
276 319 2
183 320 1
494 925 2
143 274 1
182 531 2
356 960 2
375 699 2
922 994 2
104 163 1
76 831 1
416 900 2
199 927 1
226 540 1
517 840 1
88 993 1
139 742 2
35 837 1
685 773 1
481 651 2
321 554 2
373 900 1
15 279 1
3 176 2
558 592 2
230 543 1
214 776 2
351 436 1
557 580 1
491 857 1
229 917 1
572 596 1
187 854 1
505 888 1
396 867 1
203 488 1
637 942 2
365 459 2
100 704 1
268 274 1
140 590 2
415 658 2
560 838 2
199 835 2
367 766 2
20 167 2
399 658 2
628 833 1
187 793 1
536 768 1
84 491 2
170 576 2
263 565 1
50 912 1
741 913 1
29 929 2
499 716 1
135 556 1
219 836 2
241 448 2
283 677 2
354 963 1
13 87 1
659 961 1
106 206 2
413 546 2
234 519 1
164 633 2
682 948 1
567 681 2
190 279 2
508 919 1
162 196 2
473 600 1
852 876 1
188 734 1
156 642 1
469 716 2
637 880 1
362 467 1
354 738 2
155 230 2
294 814 1
794 844 2
84 952 1
350 917 2
187 637 2
251 348 1
69 176 1
279 919 1
61 90 1
530 653 2
700 749 1
257 587 2
226 279 2
298 346 2
157 549 2
137 806 2
586 972 2
157 378 1
190 779 1
396 614 2
315 886 1
417 444 1
846 884 2
858 886 2
437 657 1
504 849 2
371 790 2
343 988 2
263 328 1
46 667 2
96 448 1
169 394 1
373 910 2
784 939 1
448 560 1
261 276 2
453 646 1
279 317 1
556 900 1
592 851 2
531 810 1
221 559 2
55 827 2
767 780 1
711 883 1
554 800 2
488 628 2
81 959 1
207 372 2
217 757 2
50 551 1
251 481 1
601 941 2
283 509 2
33 990 2
235 408 2
59 984 1
930 977 2
688 783 2
330 617 2
663 835 2
365 750 2
163 686 1
19 50 2
262 519 2
42 796 2
321 366 2
751 786 2
271 579 2
197 654 2
165 956 1
39 310 1
203 340 1
346 467 1
522 545 2
384 495 2
110 433 1
251 365 2
257 277 2
237 840 2
199 328 1
102 190 1
517 538 2
657 955 2
347 676 1
113 119 2
505 689 2
87 527 2
167 388 1
550 849 1
181 305 1
203 996 2
517 742 2
641 883 2
305 653 2
299 830 2
43 635 1
803 842 2
196 547 2
380 685 2
263 755 1
597 855 2
432 925 1
103 524 1
454 562 2
354 849 2
357 440 2
44 65 2
173 972 1
286 330 1
700 788 1
373 899 2
635 799 2
18 87 2
412 779 1
44 423 1
570 874 1
264 441 1
261 706 2
671 714 2
12 443 1
202 930 1
435 887 2
180 308 2
256 641 2
246 694 2
98 831 1
270 500 1
624 656 1
715 961 2
320 616 2
623 732 2
235 997 2
596 914 1
222 467 2
418 774 1
529 907 2
561 682 2
9 236 2
41 474 2
274 581 2
166 173 1
118 603 2
226 566 1
323 689 2
469 884 2
287 293 1
350 355 2
217 746 2
128 727 1
842 929 1
480 551 1
726 872 1
910 949 1
163 712 2
193 1000 2
123 725 1
1 342 2
775 906 1
109 813 1
407 864 1
56 195 1
409 702 2
372 532 1
182 710 2
40 584 2
151 740 1
2 716 1
542 904 1
172 902 1
108 643 2
497 581 2
280 302 2
74 142 1
341 861 1
734 936 1
209 873 2
154 378 2
956 987 1
49 279 1
51 702 2
292 579 1
34 176 1
63 593 1
6 183 2
839 966 2
461 932 2
52 794 1
374 490 2
172 997 1
99 581 2
79 521 1
210 458 2
678 964 2
606 690 1
865 881 1
450 790 1
188 381 2
25 156 1
21 40 1
104 751 2
170 725 2
493 524 1
397 513 1
48 501 1
316 687 1
177 796 2
774 783 1
405 955 2
442 863 1
385 475 1
72 454 1
207 899 2
167 796 2
208 444 1
195 791 2
103 890 2
189 722 2
106 466 1
496 798 1
12 55 1
718 940 1
620 629 2
554 680 2
707 761 2
509 606 2
21 270 1
450 925 2
291 753 2
122 485 1
31 530 2
773 897 1
651 714 2
652 814 2
34 782 2
62 502 2
271 565 1
375 795 2
202 301 1
215 330 1
308 594 1
222 592 1
481 720 1
413 480 2
46 908 1
951 958 2
79 767 1
228 262 1
142 231 1
171 667 2
19 158 1
400 647 1
37 804 2
292 710 1
217 658 1
94 815 1
594 683 2
422 711 1
232 942 2
62 745 2
172 306 1
14 254 1
106 171 2
22 697 2
206 686 1
488 961 1
18 973 2
612 882 1
536 726 2
193 890 2
143 779 1
793 978 2
15 196 1
462 661 1
300 739 1
502 521 1
658 777 2
230 407 1
541 887 2
234 917 2
314 612 1
120 366 2
402 546 2
338 476 1
2 535 1
289 847 1
66 822 2
168 484 2
213 425 2
301 758 2
332 810 1
78 988 2
494 700 2
364 369 2
253 543 2
690 892 1
559 859 2
709 711 1
162 534 2
381 963 1
480 757 1
231 321 2
441 933 2
150 747 1
403 875 2
142 529 1
242 950 1
61 552 2
318 331 1
94 888 1
567 719 1
192 651 2
646 711 1
88 968 2
265 763 1
187 646 1
125 257 2
209 254 2
110 830 2
172 212 1
167 322 2
834 869 1
182 330 2
256 779 1
184 763 2
194 809 1
518 995 1
219 478 1
156 658 1
108 632 1
58 202 1
765 783 1
9 230 1
167 441 1
228 392 1
271 844 2
462 688 1
220 506 1
368 533 1
436 612 2
477 970 1
73 319 1
327 526 2
119 687 2
146 512 2
249 276 1
17 411 2
783 872 2
98 273 1
87 144 2
96 536 1
19 171 2
123 869 1
420 856 2
395 701 1
174 598 2
535 930 1
245 375 1
240 268 1
450 728 2
571 764 1
115 595 2
445 559 1
291 848 2
151 511 1
27 36 2
94 502 1
479 727 2
90 763 2
725 739 1
211 443 2
616 631 2
281 889 2
534 727 2
219 937 2
311 901 2
408 722 2
242 756 2
765 879 1
722 730 1
47 698 1
372 923 1
314 906 1
565 857 2
165 923 2
354 687 1
18 436 1
190 196 2
167 712 1
461 910 1
35 105 2
90 939 2
151 776 2
323 400 2
61 972 2
236 564 2
128 476 2
216 944 1
735 997 2
289 773 1
434 553 2
236 775 1
97 644 2
344 776 2
356 637 1
254 1000 2
227 262 1
637 769 1
70 859 1
539 733 1
768 921 2
32 708 2
161 255 2
301 437 2
239 581 1
923 992 2
83 549 2
514 542 1
255 753 1
476 478 1
239 294 2
519 968 1
28 995 1
761 884 1
3 806 2
229 258 2
544 903 2
423 913 1
82 986 2
211 987 1
41 734 2
393 484 2
70 641 1
397 896 2
214 582 1
268 651 2
44 117 1
7 264 2
21 684 1
713 990 2
145 776 1
76 97 2
810 910 1
209 765 1
668 789 1
64 740 1
638 854 2
359 437 2
633 803 1
67 432 2
91 669 2
393 814 2
241 571 2
360 850 2
63 353 1
584 737 2
472 844 1
37 737 1
96 497 1
252 426 1
780 845 1
794 928 2
186 580 2
346 529 2
364 820 1
218 904 1
240 865 1
868 870 1
81 397 2
196 910 1
607 723 2
256 962 2
130 312 1
22 926 1
343 705 2
721 812 2
75 797 1
30 79 1
312 402 2
265 803 1
96 789 1
230 685 1
198 302 2
56 970 2
238 646 2
461 732 1
340 861 2
136 816 1
45 728 2
761 965 1
557 703 1
70 301 1
13 61 1
330 536 1
621 741 2
21 422 2
581 706 1
808 813 1
669 742 1
74 417 2
260 312 1
801 914 2
17 275 2
294 650 1
100 876 2
246 769 2
34 871 1
503 960 1
458 793 1
273 893 2
614 637 1
344 655 2
676 835 2
50 495 2
104 888 1
150 404 2
34 361 2
380 893 2
872 959 1
68 169 2
33 132 1
486 959 1
551 743 1
166 589 1
50 152 1
137 400 1
427 527 1
618 620 2
526 767 1
379 440 2
116 589 2
677 886 1
147 201 1
573 768 2
702 892 1
345 870 1
231 928 1
256 541 2
175 520 1
848 967 1
441 514 2
334 456 1
275 279 2
476 678 2
19 778 2
371 774 1
92 349 1
394 454 1
507 599 2
322 580 2
672 851 1
384 838 2
136 414 2
279 679 2
614 782 2
65 725 2
495 796 2
469 598 2
750 798 2
126 630 1
170 361 1
100 152 2
340 574 1
223 742 2
593 955 1
43 626 1
265 741 2
702 730 1
267 674 1
974 987 2
362 488 2
26 588 1
471 825 2
279 478 1
165 643 2
208 833 1
134 711 1
4 491 1
287 469 2
84 992 1
76 192 2
545 770 1
185 211 2
144 754 1
100 218 2
375 456 2
337 863 2
406 673 2
332 569 1
342 700 1
106 315 2
269 950 2
68 70 1
36 945 2
567 954 1
55 600 2
406 717 1
363 730 2
817 866 2
213 362 2
70 696 1
60 886 2
411 661 1
84 381 1
21 680 2
218 503 1
369 741 2
370 985 1
584 671 2
21 599 2
413 590 1
369 757 1
145 775 1
306 839 1
378 663 1
656 726 1
942 971 1
603 951 2
148 709 2
129 360 1
234 866 1
359 920 2
888 907 2
13 645 2
127 564 2
731 944 1
473 765 1
307 998 1
630 914 1
286 927 1
315 967 2
271 604 1
667 740 2
99 434 1
122 145 2
236 272 1
288 803 2
60 315 1
36 75 2
611 905 1
677 893 2
311 328 2
197 739 2
208 334 1
220 880 1
391 779 1
687 789 1
219 658 1
153 416 2
106 894 1
61 866 2
168 817 1
583 738 2
210 449 2
208 694 1
346 527 1
748 867 2
17 898 2
563 694 1
612 833 1
446 689 1
953 963 1
92 591 2
253 687 2
134 846 2
81 510 1
68 402 1
352 870 1
639 670 1
35 487 2
310 916 2
69 345 1
455 671 1
701 983 1
434 769 1
547 740 1
567 858 2
260 565 2
73 390 2
604 928 2
250 910 1
461 935 1
648 956 2
253 374 2
146 720 1
403 843 1
676 769 1
213 368 2
218 786 2
75 796 2
267 300 1
224 593 2
131 913 2
860 898 2
199 905 2
19 570 1
53 71 1
86 357 2
312 428 1
119 755 2
271 524 1
227 521 2
545 678 2
684 771 2
111 408 2
53 853 1
258 959 2
152 818 2
113 506 2
410 630 1
242 674 1
20 642 1
18 239 1
782 820 1
59 543 1
547 724 2
34 229 2
60 230 2
251 994 1
70 356 1
87 425 1
103 888 2
542 817 1
28 205 2
241 674 1
472 523 1
222 835 2
298 453 1
352 710 2
47 874 1
721 933 2
41 678 2
89 579 1
609 743 1
179 955 2
308 333 1
902 973 2
493 958 2
961 972 1
522 627 2
771 776 2
159 523 1
6 119 2
683 794 1
381 835 1
536 787 1
610 907 1
691 903 1
805 991 2
248 737 2
162 380 1
357 710 1
638 795 2
244 367 2
264 283 2
121 255 2
69 114 2
250 539 2
308 691 1
707 786 1
631 802 1
132 464 1
4 405 1
187 358 2
335 881 2
277 643 2
95 408 2
255 909 2
427 624 1
9 917 2
214 630 1
265 671 2
223 981 1
704 922 2
100 794 1
6 144 1
781 909 1
559 624 1
475 856 2
769 904 2
50 704 2
328 822 1
346 567 1
802 844 2
272 646 1
819 847 2
80 947 1
246 863 2
302 721 2
249 565 1
111 610 2
199 709 2
36 377 2
173 929 2
664 815 1
173 544 2
347 913 1
166 930 1
28 59 1
83 472 2
336 424 1
755 980 1
727 925 1
42 710 2
324 914 1
431 659 1
303 637 1
200 879 2
483 513 1
407 877 1
482 803 1
15 933 1
405 934 1
650 868 2
416 895 2
262 837 1
471 565 2
60 215 1
288 355 2
415 973 1
24 177 1
449 674 2
518 644 1
196 379 1
802 880 1
246 490 2
724 970 2
135 610 2
143 518 2
501 520 2
317 707 1
41 777 2
15 637 2
29 165 2
234 980 2
511 515 1
580 754 1
310 711 2
419 573 2
723 943 1
483 820 1
196 372 1
95 744 2
553 859 1
768 891 1
662 938 1
82 587 1
122 935 1
158 881 2
301 832 2
255 585 2
288 796 2
296 536 1
318 796 1
435 750 2
121 313 2
459 910 1
430 805 2
174 433 1
667 877 2
486 706 2
174 198 1
728 965 1
933 967 2
121 542 1
127 867 1
36 573 1
265 934 2
479 840 1
353 577 1
346 475 1
685 780 2
157 731 1
235 836 2
185 930 2
239 428 2
386 408 2
267 330 1
434 556 2
120 170 1
179 416 2
13 953 1
354 882 2
578 886 1
689 986 2
201 449 1
191 529 1
178 429 2
13 750 1
45 288 2
303 362 2
784 876 1
338 386 1
297 540 2
347 357 2
12 257 1
668 726 1
131 352 2
109 839 2
325 845 1
481 991 2
412 599 1
357 703 1
109 476 2
359 882 1
377 898 2
350 863 2
76 118 2
462 868 1
236 732 1
245 617 2
890 996 2
384 620 1
427 653 1
161 740 2
252 687 2
3 774 2
96 130 2
576 920 2
684 793 2
705 735 1
254 894 2
2 134 2
355 867 2
4 326 2
105 988 2
637 845 1
4 764 1
62 765 2
648 840 2
125 304 2
238 254 2
687 822 2
406 944 1
173 938 1
174 738 2
41 77 2
545 778 1
116 177 2
472 953 1
252 435 1
85 638 1
139 921 1
608 756 2
626 643 1
146 666 1
98 959 1
115 458 2
243 486 2
191 905 1
105 648 1
95 171 2
373 500 1
419 917 2
126 311 1
267 999 1
89 962 1
66 686 1
570 859 1
745 815 2
310 520 2
611 830 1
85 956 2
51 425 1
571 790 1
83 451 2
767 942 2
174 328 2
152 947 2
203 661 2
340 546 2
157 419 2
981 993 1
98 686 2
198 723 2
218 813 1
560 656 1
289 697 1
542 919 2
308 643 2
411 687 1
359 875 2
353 580 1
735 965 1
271 816 1
623 979 2
22 113 1
459 713 2
758 857 1
136 910 1
545 761 1
748 941 1
527 533 1
605 931 1
504 727 1
133 478 1
314 866 1
719 918 2
238 942 1
44 917 1
304 531 2
59 885 2
171 175 1
235 766 1
362 554 2
275 892 1
75 899 2
47 531 2
312 360 1
809 915 2
491 879 1
211 900 1
13 893 1
163 469 1
41 427 2
314 913 1
596 895 2
441 717 2
586 900 2
419 748 2
121 468 2
325 782 2
218 286 1
298 753 2
195 964 2
159 601 2
228 878 2
36 227 1
156 749 2
83 181 1
108 986 2
677 921 1
373 618 2
896 998 2
371 411 2
679 998 1
451 966 2
458 462 2
455 797 1
579 644 2
58 247 1
11 127 2
601 610 1
537 607 1
324 836 1
31 828 2
112 744 1
344 899 2
286 695 2
180 193 2
539 606 1
323 658 2
377 767 1
257 626 1
56 887 2
431 718 2
211 327 1
165 908 2
47 732 1
150 315 1
687 837 2
62 740 1
272 984 2
308 845 2
8 491 2
1 434 1
397 571 2
12 560 1
324 849 1
321 436 1
129 285 2
559 727 2
61 272 2
697 724 2
87 139 2
26 855 2
75 514 1
12 530 1
281 922 2
531 613 1
457 918 1
385 890 1
191 232 1
291 400 1
380 580 2
8 771 2
455 614 2
635 693 2
468 700 2
646 999 1
49 593 1
103 963 1
405 599 1
433 899 2
31 926 2
238 847 1
280 760 2
113 530 2
116 681 2
852 992 1
183 374 1
36 915 2
75 207 2
41 552 2
82 132 1
117 240 1
835 980 2
745 797 2
212 552 2
497 912 2
73 398 1
118 803 1
796 918 1
435 836 2
492 600 2
61 688 1
271 571 2
540 565 1
405 590 2
161 604 1
689 866 2
332 851 2
153 282 1
98 625 1
333 862 1
219 377 1
41 259 2
3 991 1
315 898 2
1 610 1
268 821 2
808 843 1
285 555 1
199 548 1
60 312 1
377 618 1
261 460 1
269 434 1
178 369 1
640 734 1
739 877 2
852 966 1
298 746 1
115 360 2
148 405 1
127 165 1
641 938 1
922 965 2
676 752 1
317 934 1
414 913 1
537 771 1
641 742 1
288 531 1
112 310 1
202 382 1
91 837 1
637 753 1
112 272 2
123 536 1
534 661 1
397 436 1
370 789 1
132 814 1
270 969 2
178 779 2
173 299 1
601 816 2
389 861 2
118 260 2
333 336 2
480 614 2
306 337 1
23 969 1
133 416 1
189 576 1
674 761 2
203 609 1
280 898 1
110 506 2
609 687 1
304 554 1
401 598 2
12 37 1
624 724 1
351 462 2
685 826 1
387 394 2
451 727 2
10 943 1
173 514 2
50 247 2
427 540 2
668 733 1
745 824 2
248 508 1
295 610 1
112 727 2
93 579 2
201 846 1
41 922 2
184 424 1
524 648 2
923 993 1
399 981 2
593 795 1
433 892 1
525 742 2
794 882 2
510 626 1
150 157 1
17 230 2
35 735 1
370 902 2
23 127 1
254 637 2
395 937 1
102 868 1
339 544 2
175 782 2
290 601 1
14 403 2
129 441 2
657 846 2
360 410 2
136 727 1
76 852 2
329 668 1
187 398 2
56 672 1
310 801 1
344 379 2
151 420 1
201 349 1
191 197 2
154 156 1
187 490 1
529 630 1
126 135 2
922 926 1
96 624 2
651 680 1
70 464 2
216 569 2
225 638 1
405 584 2
145 894 1
118 983 2
189 262 2
60 699 2
747 838 2
804 831 2
273 511 2
852 856 1
28 480 1
203 574 1
62 993 1
255 460 1
122 788 2
215 433 2
251 818 1
199 304 2
504 867 2
129 615 2
181 815 2
797 915 1
107 576 1
327 959 1
449 983 1
49 615 1
360 999 1
199 762 1
145 609 2
377 478 2
337 800 2
460 707 1
197 605 1
293 781 1
533 706 2
134 635 2
814 854 2
478 708 1
134 882 2
370 784 2
